Date,ETci_Chilli,ETci_Tobacco,ETci_Pulses,Irr_CWR_met_Chilli,Irr_CWR_met_Tobacco,Irr_CWR_met_Pulses,Rainfed_CWR_met_Chilli,Rainfed_CWR_met_Tobacco,Rainfed_CWR_met_Pulses,AE_crop_Chilli,AE_crop_Tobacco,AE_crop_Pulses,AE_soil_Chilli,AE_soil_Tobacco,AE_soil_Pulses,IWR_Chilli,IWR_Tobacco,IWR_Pulses,ET_Biological,%Irr_CWR_met_Chilli,%Rainfed_CWR_met_Chilli,%Combined_CWR_met_Chilli,Irr_yield_Chilli,Rainfed_yield_Chilli,Avg_yield_Chilli,IWR_met_Chilli,Irr_CWR_Chilli(cu.m/ha),Irr_CWR_Chilli(cu.m),Irr_CWA_Chilli(cu.m/ha),Irr_CWA_Chilli(cu.m),Rainfed_CWR_Chilli(cu.m/ha),Rainfed_CWR_Chilli(cu.m),Rainfed_CWA_Chilli(cu.m/ha),Rainfed_CWA_Chilli(cu.m),Combined CWR_Chilli(cu.m/ha),Combined CWR_Chilli(cu.m),Combined CWA_Chilli(cu.m/ha),Combined CWA_Chilli(cu.m),Potential_Yield_Chilli (Kg/ha),Potential_Irr_Production_Chilli(tonnes),Total_Irr_Production_Chilli,Potential_Rf_Production_Chilli(tonnes),Total_Rf_Production_Chilli,Potential_combined_Production_Chilli(tonnes),Total_combined_Production_Chilli,Potential_WP_Chilli (kg/cu.m),Combined_WP_Chilli (kg/cu.m),AE_crop_soil_Chilli(mm),Yield_Irr_Chilli (kg/ha),Yield_rf_Chilli (kg/ha),Actual_Rainfed_WP_Chilli (kg/cu.m),Water_use_total_Chilli [ETA + IWR/eff],Actual Irrigated WP (kg/ha)_Chilli,%Irr_CWR_met_Tobacco,%Rainfed_CWR_met_Tobacco,%Combined_CWR_met_Tobacco,Irr_yield_Tobacco,Rainfed_yield_Tobacco,Avg_yield_Tobacco,IWR_met_Tobacco,Irr_CWR_Tobacco(cu.m/ha),Irr_CWR_Tobacco(cu.m),Irr_CWA_Tobacco(cu.m/ha),Irr_CWA_Tobacco(cu.m),Rainfed_CWR_Tobacco(cu.m/ha),Rainfed_CWR_Tobacco(cu.m),Rainfed_CWA_Tobacco(cu.m/ha),Rainfed_CWA_Tobacco(cu.m),Combined CWR_Tobacco(cu.m/ha),Combined CWR_Tobacco(cu.m),Combined CWA_Tobacco(cu.m/ha),Combined CWA_Tobacco(cu.m),Potential_Yield_Tobacco (Kg/ha),Potential_Irr_Production_Tobacco(tonnes),Total_Irr_Production_Tobacco,Potential_Rf_Production_Tobacco(tonnes),Total_Rf_Production_Tobacco,Potential_combined_Production_Tobacco(tonnes),Total_combined_Production_Tobacco,Potential_WP_Tobacco (kg/cu.m),Combined_WP_Tobacco (kg/cu.m),AE_crop_soil_Tobacco(mm),Yield_Irr_Tobacco (kg/ha),Yield_rf_Tobacco (kg/ha),Actual_Rainfed_WP_Tobacco (kg/cu.m),Water_use_total_Tobacco [ETA + IWR/eff],Actual Irrigated WP (kg/ha)_Tobacco,%Irr_CWR_met_Pulses,%Rainfed_CWR_met_Pulses,%Combined_CWR_met_Pulses,Irr_yield_Pulses,Rainfed_yield_Pulses,Avg_yield_Pulses,IWR_met_Pulses,Irr_CWR_Pulses(cu.m/ha),Irr_CWR_Pulses(cu.m),Irr_CWA_Pulses(cu.m/ha),Irr_CWA_Pulses(cu.m),Rainfed_CWR_Pulses(cu.m/ha),Rainfed_CWR_Pulses(cu.m),Rainfed_CWA_Pulses(cu.m/ha),Rainfed_CWA_Pulses(cu.m),Combined CWR_Pulses(cu.m/ha),Combined CWR_Pulses(cu.m),Combined CWA_Pulses(cu.m/ha),Combined CWA_Pulses(cu.m),Potential_Yield_Pulses (Kg/ha),Potential_Irr_Production_Pulses(tonnes),Total_Irr_Production_Pulses,Potential_Rf_Production_Pulses(tonnes),Total_Rf_Production_Pulses,Potential_combined_Production_Pulses(tonnes),Total_combined_Production_Pulses,Potential_WP_Pulses (kg/cu.m),Combined_WP_Pulses (kg/cu.m),AE_crop_soil_Pulses(mm),Yield_Irr_Pulses (kg/ha),Yield_rf_Pulses (kg/ha),Actual_Rainfed_WP_Pulses (kg/cu.m),Water_use_total_Pulses [ETA + IWR/eff],Actual Irrigated WP (kg/ha)_Pulses,Rainfed_Yield_Avg,Irrigated_Yield_Avg,Rainfed_CWR_Avg,Rainfed_CWA_Avg,Irrigated_CWR_Avg,Irrigated_CWA_Avg,Combined_CWR_Avg,Combined_CWA_Avg,ET_Biological_Avg,Drought Proofing
2005-12-31,787.148,434.932,194.325,570.043,417.662,185.925,449.026,340.882,171.308,449.026,340.882,171.308,224.509,277.963,436.757,338.122,94.0499,23.0165,613.644,0.724187,0,0.724187,0.724187,0,0.724187,0.724187,7871.48,5.6045e+06,5700.43,4.0587e+06,7871.48,0,4490.26,0,7871.48,5.6045e+06,5700.43,4.0587e+06,6500,4628,3351.54,0,0,4628,3351.54,0.825765,0.825765,673.536,4707.22,0,0,1092.11,0.431022,0.960292,0.783759,0.934,0.964263,0.805384,0.9406,0.960292,4349.32,6.95891e+06,4176.62,6.68258e+06,4349.32,1.21781e+06,3408.82,954470,4349.32,6.10385e+06,4062.26,5.82946e+06,2000,3200,3085.64,560,451.015,3760,3536.66,0.459842,0.463092,618.845,1928.53,1610.77,0.472529,773.23,0.249412,0,0.881556,0.881556,0,0.905245,0.905245,0,1943.25,0,1859.25,0,1943.25,2.23473e+06,1713.08,1.97004e+06,1943.25,2.23473e+06,1713.08,1.97004e+06,1500,0,0,1725,1561.55,1725,1561.55,0.771905,0.792647,608.065,0,1357.87,0.792647,608.065,0,88.5692,89.0329,4280.05,3093.45,4280.05,3754.38,4280.05,3652,613.644,0.888557
2006-12-31,812.289,447.092,196.86,793.981,440.106,196.86,429.717,354.664,179.014,429.717,354.664,179.014,182.997,243.95,395.758,382.573,92.4279,17.8466,577.406,0.977461,0,0.977461,0.977461,0,0.977461,0.977461,8122.89,5.7835e+06,7939.81,5.65314e+06,8122.89,0,4297.17,0,8122.89,5.7835e+06,7939.81,5.65314e+06,6500,4628,4523.69,0,0,4628,4523.69,0.800207,0.800207,612.714,6353.49,0,0,1251.94,0.50749,0.984375,0.793269,0.955912,0.985938,0.813942,0.960321,0.984375,4470.92,7.15347e+06,4401.06,7.0417e+06,4470.92,1.25186e+06,3546.64,993059,4470.92,6.2745e+06,4273.81,6.14084e+06,2000,3200,3155,560,455.807,3760,3610.81,0.447335,0.449399,598.614,1971.88,1627.88,0.458993,754.141,0.261473,0,0.909344,0.909344,0,0.927475,0.927475,0,1968.6,0,1968.6,0,1968.6,2.26389e+06,1790.14,2.05866e+06,1968.6,2.26389e+06,1790.14,2.05866e+06,1500,0,0,1725,1599.89,1725,1599.89,0.761962,0.777155,574.772,0,1391.21,0.777155,574.772,0,90.5245,98.3327,4396.77,3149.63,4396.77,4326.84,4396.77,4208.06,577.406,0.953488
2007-12-31,802.619,457.361,205.993,802.619,457.361,205.993,466.668,326.308,148.566,466.668,326.308,148.566,226.859,322.448,474.865,335.951,131.053,57.4268,630.914,1,0,1,1,0,1,1,8026.19,5.71465e+06,8026.19,5.71465e+06,8026.19,0,4666.68,0,8026.19,5.71465e+06,8026.19,5.71465e+06,6500,4628,4628,0,0,4628,4628,0.809849,0.809849,693.527,6500,0,0,1267.8,0.512698,1,0.713459,0.957324,1,0.742113,0.961591,1,4573.61,7.31777e+06,4573.61,7.31777e+06,4573.61,1.28061e+06,3263.08,913663,4573.61,6.41862e+06,4378.42,6.36397e+06,2000,3200,3200,560,415.583,3760,3615.58,0.437291,0.439241,648.756,2000,1484.23,0.454854,872.778,0.229153,0,0.721219,0.721219,0,0.776976,0.776976,0,2059.93,0,2059.93,0,2059.93,2.36892e+06,1485.66,1.70851e+06,2059.93,2.36892e+06,1485.66,1.70851e+06,1500,0,0,1725,1340.28,1725,1340.28,0.72818,0.784475,623.431,0,1165.46,0.784475,623.431,0,77.0149,100,4458.03,2983.91,4458.03,4458.03,4458.03,4183.48,630.914,0.912163
2008-12-31,823.18,471.18,205.593,754.457,453.452,202.595,548.857,378.671,185.158,548.857,378.671,185.158,223.813,356.05,477.469,274.323,92.5091,20.4353,698.221,0.916516,0,0.916516,0.916516,0,0.916516,0.916516,8231.8,5.86104e+06,7544.57,5.37174e+06,8231.8,0,5488.57,0,8231.8,5.86104e+06,7544.57,5.37174e+06,6500,4628,4241.63,0,0,4628,4241.63,0.789621,0.789621,772.67,5957.35,0,0,1202.45,0.495435,0.962376,0.803665,0.938738,0.966138,0.823299,0.944864,0.962376,4711.8,7.53888e+06,4534.52,7.25524e+06,4711.8,1.3193e+06,3786.71,1.06028e+06,4711.8,6.61256e+06,4423.15,6.33258e+06,2000,3200,3091.64,560,461.047,3760,3552.69,0.424466,0.427236,734.721,1932.28,1646.6,0.434836,886.906,0.217867,0,0.900603,0.900603,0,0.920482,0.920482,0,2055.93,0,2025.95,0,2055.93,2.36432e+06,1851.58,2.12931e+06,2055.93,2.36432e+06,1851.58,2.12931e+06,1500,0,0,1725,1587.83,1725,1587.83,0.729597,0.745702,662.627,0,1380.72,0.745702,662.627,0,90.1453,95.0856,4565.35,3515.82,4565.35,4336.31,4565.35,4226.77,698.221,0.931977
2009-12-31,823.223,455.238,192.583,566.4,411.226,192.534,448.404,388.637,186.268,448.404,388.637,186.268,201.331,253.448,396.279,374.82,66.6007,6.31457,613.673,0.688028,0,0.688028,0.688028,0,0.688028,0.688028,8232.23,5.86135e+06,5664,4.03277e+06,8232.23,0,4484.04,0,8232.23,5.86135e+06,5664,4.03277e+06,6500,4628,3184.19,0,0,4628,3184.19,0.789579,0.789579,649.735,4472.18,0,0,1090.57,0.410079,0.903321,0.853701,0.895931,0.912989,0.868331,0.906337,0.903321,4552.38,7.28381e+06,4112.26,6.57961e+06,4552.38,1.27467e+06,3886.37,1.08818e+06,4552.38,6.38883e+06,4078.62,5.76174e+06,2000,3200,2921.56,560,486.265,3760,3407.83,0.439331,0.444434,642.086,1825.98,1736.66,0.44686,744.926,0.245122,0,0.967211,0.967211,0,0.973769,0.973769,0,1925.83,0,1925.34,0,1925.83,2.2147e+06,1862.68,2.14209e+06,1925.83,2.2147e+06,1862.68,2.14209e+06,1500,0,0,1725,1679.75,1725,1679.75,0.778885,0.784166,582.547,0,1460.65,0.784166,582.547,0,95.3124,84.371,4445.36,3378.17,4445.36,3735.42,4445.36,3699.27,613.673,0.885522
2010-12-31,790.109,441.205,192.038,790.109,441.205,192.038,603.831,425.465,187.098,603.831,425.465,187.098,254.429,408.529,620.804,186.278,15.7398,4.94014,815.464,1,0,1,1,0,1,1,7901.09,5.62558e+06,7901.09,5.62558e+06,7901.09,0,6038.31,0,7901.09,5.62558e+06,7901.09,5.62558e+06,6500,4628,4628,0,0,4628,4628,0.822671,0.822671,858.26,6500,0,0,1176.68,0.5524,1,0.964326,0.994687,1,0.967893,0.995218,1,4412.05,7.05928e+06,4412.05,7.05928e+06,4412.05,1.23537e+06,4254.65,1.1913e+06,4412.05,6.19189e+06,4388.61,6.18532e+06,2000,3200,3200,560,542.02,3760,3742.02,0.453304,0.453546,833.995,2000,1935.79,0.454981,860.9,0.232315,0,0.974275,0.974275,0,0.97942,0.97942,0,1920.38,0,1920.38,0,1920.38,2.20843e+06,1870.98,2.15162e+06,1920.38,2.20843e+06,1870.98,2.15162e+06,1500,0,0,1725,1689.5,1725,1689.5,0.781096,0.785221,807.901,0,1469.13,0.785221,807.901,0,97.7163,100,4310.17,3861.48,4310.17,4310.17,4310.17,4283.21,815.464,0.991273
2011-12-31,848.791,484.132,210.081,848.791,484.132,210.081,421.227,340.684,166.224,421.227,340.684,166.224,213.544,257.668,423.473,427.564,143.448,43.8568,578.802,1,0,1,1,0,1,1,8487.91,6.04339e+06,8487.91,6.04339e+06,8487.91,0,4212.27,0,8487.91,6.04339e+06,8487.91,6.04339e+06,6500,4628,4628,0,0,4628,4628,0.765795,0.765795,634.771,6500,0,0,1365.65,0.475964,1,0.7037,0.95587,1,0.73333,0.960283,1,4841.32,7.74611e+06,4841.32,7.74611e+06,4841.32,1.35557e+06,3406.83,953914,4841.32,6.79433e+06,4627.67,6.7345e+06,2000,3200,3200,560,410.665,3760,3610.66,0.413111,0.415018,598.351,2000,1466.66,0.430505,843.562,0.23709,0,0.791239,0.791239,0,0.832991,0.832991,0,2100.81,0,2100.81,0,2100.81,2.41593e+06,1662.24,1.91158e+06,2100.81,2.41593e+06,1662.24,1.91158e+06,1500,0,0,1725,1436.91,1725,1436.91,0.714011,0.751688,589.697,0,1249.49,0.751688,589.697,0,81.3477,100,4692.94,3023.93,4692.94,4692.94,4692.94,4450.83,578.802,0.92872
2012-12-31,844.112,475.93,208.271,677.317,406.275,183.315,450.065,345.869,155.17,450.065,345.869,155.17,226.939,301.288,469.14,394.048,130.061,53.1007,635.825,0.802402,0,0.802402,0.802402,0,0.802402,0.802402,8441.12,6.01008e+06,6773.17,4.8225e+06,8441.12,0,4500.65,0,8441.12,6.01008e+06,6773.17,4.8225e+06,6500,4628,3713.52,0,0,4628,3713.52,0.77004,0.77004,677.004,5215.61,0,0,1217.49,0.42839,0.853645,0.726722,0.834741,0.86828,0.75405,0.851267,0.853645,4759.3,7.61488e+06,4062.75,6.5004e+06,4759.3,1.3326e+06,3458.69,968433,4759.3,6.67922e+06,3972.79,5.67649e+06,2000,3200,2778.5,560,422.268,3760,3200.76,0.42023,0.428549,647.157,1736.56,1508.1,0.436032,836.945,0.207488,0,0.74504,0.74504,0,0.796032,0.796032,0,2082.71,0,1833.15,0,2082.71,2.39511e+06,1551.7,1.78445e+06,2082.71,2.39511e+06,1551.7,1.78445e+06,1500,0,0,1725,1373.16,1725,1373.16,0.720217,0.76951,624.31,0,1194.05,0.76951,624.31,0,78.7812,84.7992,4637.27,3070.88,4637.27,3893.27,4637.27,3761.57,635.825,0.824994
2013-12-31,808.154,453.687,201.938,615.533,428.664,190.429,494.635,342.715,166.699,494.635,342.715,166.699,261.169,378.497,544.619,313.518,110.971,35.2385,717.018,0.761653,0,0.761653,0.761653,0,0.761653,0.761653,8081.54,5.75405e+06,6155.33,4.38259e+06,8081.54,0,4946.35,0,8081.54,5.75405e+06,6155.33,4.38259e+06,6500,4628,3524.93,0,0,4628,3524.93,0.804302,0.804302,755.804,4950.74,0,0,1164,0.425323,0.944845,0.755401,0.91663,0.95036,0.779861,0.924967,0.944845,4536.87,7.25899e+06,4286.64,6.85862e+06,4536.87,1.27032e+06,3427.15,959603,4536.87,6.36706e+06,4158.63,5.98004e+06,2000,3200,3041.15,560,436.722,3760,3477.87,0.440833,0.444842,721.213,1900.72,1559.72,0.455107,900.445,0.211087,0,0.825498,0.825498,0,0.860399,0.860399,0,2019.38,0,1904.29,0,2019.38,2.32228e+06,1666.99,1.91704e+06,2019.38,2.32228e+06,1666.99,1.91704e+06,1500,0,0,1725,1484.19,1725,1484.19,0.742803,0.774208,711.318,0,1290.6,0.774208,711.318,0,84.4629,89.2246,4437.64,3175.28,4437.64,3910.05,4437.64,3772.81,717.018,0.874049
2014-12-31,804.773,455.791,194.96,313.905,262.887,169.77,304.957,256.619,169.114,304.957,256.619,169.114,169.783,213.833,301.753,499.816,199.172,25.8464,468.685,0.390054,0,0.390054,0.390054,0,0.390054,0.390054,8047.73,5.72998e+06,3139.05,2.235e+06,8047.73,0,3049.57,0,8047.73,5.72998e+06,3139.05,2.235e+06,6500,4628,1805.17,0,0,4628,1805.17,0.807681,0.807681,474.74,2535.35,0,0,807.997,0.313782,0.57677,0.563019,0.574722,0.619093,0.606717,0.61725,0.57677,4557.91,7.29265e+06,2628.87,4.20619e+06,4557.91,1.27621e+06,2566.19,718532,4557.91,6.39659e+06,2619.53,3.68675e+06,2000,3200,1981.1,560,339.761,3760,2320.86,0.438798,0.471268,470.452,1238.19,1213.43,0.472855,666.822,0.185685,0,0.867427,0.867427,0,0.893942,0.893942,0,1949.6,0,1697.7,0,1949.6,2.24204e+06,1691.14,1.94481e+06,1949.6,2.24204e+06,1691.14,1.94481e+06,1500,0,0,1725,1542.05,1725,1542.05,0.769388,0.792906,470.866,0,1340.91,0.792906,470.866,0,83.7702,54.8559,4420.33,2389.24,4420.33,2439.77,4420.33,2433.06,468.685,0.659054
2015-12-31,827.219,465.094,201.329,469.832,388.161,194.225,434.665,360.19,192.376,434.665,360.19,192.376,228.214,294.029,410.271,392.553,104.905,8.95215,633.08,0.567966,0,0.567966,0.567966,0,0.567966,0.567966,8272.19,5.8898e+06,4698.32,3.3452e+06,8272.19,0,4346.65,0,8272.19,5.8898e+06,4698.32,3.3452e+06,6500,4628,2628.55,0,0,4628,2628.55,0.785766,0.785766,662.88,3691.78,0,0,1044,0.353618,0.834585,0.774444,0.825628,0.851126,0.797,0.843065,0.834585,4650.94,7.44151e+06,3881.61,6.21057e+06,4650.94,1.30226e+06,3601.9,1.00853e+06,4650.94,6.52715e+06,3839.95,5.4358e+06,2000,3200,2723.6,560,446.32,3760,3169.92,0.43002,0.439102,654.218,1702.25,1594,0.442545,803.879,0.211755,0,0.955535,0.955535,0,0.964428,0.964428,0,2013.29,0,1942.25,0,2013.29,2.31528e+06,1923.76,2.21233e+06,2013.29,2.31528e+06,1923.76,2.21233e+06,1500,0,0,1725,1663.64,1725,1663.64,0.745051,0.751985,602.647,0,1446.64,0.751985,602.647,0,93.1645,76.3925,4529.36,3227.88,4529.36,3441,4529.36,3414.39,633.08,0.828019
2016-12-31,839.784,483.94,211.753,373.945,257.77,178.677,287.353,242.473,173.455,287.353,242.473,173.455,234.464,284.871,343.792,552.431,241.467,38.2975,509.819,0.445287,0,0.445287,0.445287,0,0.445287,0.445287,8397.84,5.97926e+06,3739.45,2.66249e+06,8397.84,0,2873.53,0,8397.84,5.97926e+06,3739.45,2.66249e+06,6500,4628,2060.79,0,0,4628,2060.79,0.774009,0.774009,521.816,2894.36,0,0,942.312,0.307156,0.532648,0.501038,0.52794,0.579383,0.550935,0.575146,0.532648,4839.4,7.74304e+06,2577.7,4.12432e+06,4839.4,1.35503e+06,2424.73,678923,4839.4,6.79164e+06,2554.91,3.61117e+06,2000,3200,1854.03,560,308.523,3760,2162.55,0.413274,0.450227,527.344,1158.77,1101.87,0.454431,747.202,0.155081,0,0.819141,0.819141,0,0.855312,0.855312,0,2117.53,0,1786.77,0,2117.53,2.43516e+06,1734.55,1.99474e+06,2117.53,2.43516e+06,1734.55,1.99474e+06,1500,0,0,1725,1475.41,1725,1475.41,0.708373,0.739653,517.247,0,1282.97,0.739653,517.247,0,79.5714,53.8087,4679.98,2298.01,4679.98,2555.68,4679.98,2528.18,509.819,0.636539
2017-12-31,823.786,467.189,208.439,469.195,330.987,152.091,405.11,287.719,143.273,405.11,287.719,143.273,292.206,378.274,551.269,418.675,179.47,65.1664,668.244,0.569559,0,0.569559,0.569559,0,0.569559,0.569559,8237.86,5.86535e+06,4691.95,3.34067e+06,8237.86,0,4051.1,0,8237.86,5.86535e+06,4691.95,3.34067e+06,6500,4628,2635.92,0,0,4628,2635.92,0.78904,0.78904,697.316,3702.14,0,0,1104.94,0.335053,0.708465,0.615851,0.694671,0.737618,0.654266,0.725204,0.708465,4671.89,7.47503e+06,3309.87,5.29579e+06,4671.89,1.30813e+06,2877.19,805614,4671.89,6.55655e+06,3245.43,4.62704e+06,2000,3200,2360.38,560,366.389,3760,2726.77,0.428092,0.446908,665.993,1475.24,1308.53,0.454795,883.341,0.167007,0,0.68736,0.68736,0,0.749888,0.749888,0,2084.39,0,1520.91,0,2084.39,2.39705e+06,1432.73,1.64764e+06,2084.39,2.39705e+06,1432.73,1.64764e+06,1500,0,0,1725,1293.56,1725,1293.56,0.719634,0.785098,694.542,0,1124.83,0.785098,694.542,0,73.1165,68.5863,4555.2,2656.64,4555.2,3023.05,4555.2,2963.58,668.244,0.703175
